orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
422,2024-02-04,2024-02-11,Shipped,799,13728.0,Credit Card
423,2025-05-25,2025-06-23,Pending,330,8709.02,Credit Card
424,2025-11-06,2025-12-06,Pending,116,,Credit Card
425,2023-12-17,2024-01-01,Cancelled,218,6776.51,Debit Card
426,2025-10-25,2025-11-19,Cancelled,638,7084.1,Cash
427,2024-12-13,2025-01-01,Cancelled,682,8623.9,PayPal
428,2025-02-01,2025-02-05,Shipped,306,10235.21,Debit Card
429,2025-08-16,2025-08-22,Cancelled,806,13738.72,Cash
430,2025-08-11,2025-08-30,Processing,884,5012.2,Cash
431,2025-08-05,2025-08-12,Pending,373,8680.19,Credit Card
432,2025-09-27,2025-10-13,Delivered,207,2963.44,Credit Card
433,2023-12-30,2024-01-04,Pending,19,8325.5,Debit Card
434,2024-12-17,2024-12-23,Pending,570,1719.4,Bank Transfer
435,2024-05-07,2024-05-15,,629,6391.44,PayPal
436,2024-02-12,2024-02-24,Cancelled,938,9635.87,Debit Card
437,2024-02-09,,Processing,478,6596.52,PayPal
438,2024-05-14,2024-05-31,Processing,663,95.34,PayPal
439,2025-08-01,2025-08-12,Cancelled,834,7219.68,Credit Card
440,2025-02-09,2025-02-18,Cancelled,842,11471.87,Debit Card
441,2024-03-19,2024-03-25,Processing,175,29.2,Bank Transfer
442,2025-10-31,2025-11-03,Processing,359,4376.98,Bank Transfer
443,2025-05-18,2025-06-03,Shipped,290,8438.73,PayPal
444,2024-01-05,2024-01-30,Cancelled,505,12893.69,Cash
445,2024-10-06,2024-10-31,Shipped,921,8389.68,Cash
446,2024-12-03,2024-12-23,Processing,146,12061.48,Cash
447,2025-01-04,2025-01-23,,826,3058.72,Debit Card
448,2025-04-25,2025-05-04,Cancelled,892,6373.67,Bank Transfer
449,2024-03-28,2024-04-07,Shipped,47,5084.41,PayPal
450,2025-10-26,2025-11-18,Shipped,195,,Credit Card
451,2024-04-19,2024-05-18,,410,4775.58,PayPal
452,2025-08-28,2025-09-27,Cancelled,543,4495.54,
453,2025-01-08,2025-01-13,Shipped,6,6093.08,PayPal
454,2025-10-13,2025-10-26,Cancelled,73,1669.58,Cash
455,2025-11-20,2025-12-06,Pending,548,72.84,Credit Card
456,2024-09-23,2024-10-20,Cancelled,445,177.8,Debit Card
457,2024-09-05,2024-09-25,Delivered,489,2485.57,Debit Card
458,2023-11-28,2023-12-18,Processing,636,7172.46,Debit Card
459,2024-05-02,2024-05-21,Processing,578,11968.22,Debit Card
460,2025-07-05,2025-07-27,Pending,352,488.4,Bank Transfer
461,2025-07-12,2025-07-29,Pending,652,10051.07,Credit Card
462,2025-10-11,2025-10-29,Pending,38,4944.42,PayPal
463,2025-04-28,2025-05-03,Pending,665,1898.16,Credit Card
464,2025-05-17,2025-05-29,Delivered,53,4987.17,Bank Transfer
465,2025-03-03,2025-03-31,Shipped,824,5790.5,Debit Card
466,2025-09-25,2025-10-01,Cancelled,275,8408.52,Bank Transfer
467,2025-02-18,2025-03-03,Cancelled,175,1829.93,Debit Card
468,2025-10-29,2025-11-03,Processing,565,11086.37,Bank Transfer
469,2025-01-07,2025-01-21,Delivered,191,13264.24,PayPal
470,2024-12-29,2025-01-17,Processing,845,10563.72,Cash
471,2023-12-08,2023-12-15,Delivered,415,11996.76,PayPal
472,2024-04-23,2024-05-13,Delivered,163,15615.28,Debit Card
473,2024-03-29,2024-04-15,Processing,119,5560.27,Bank Transfer
474,2024-02-17,2024-03-09,Delivered,754,4910.22,PayPal
475,2024-11-02,2024-11-17,Pending,698,5282.07,PayPal
476,2024-03-28,2024-04-24,Shipped,721,9268.52,Debit Card
477,2025-09-10,2025-10-07,Delivered,863,6495.72,Cash
478,2025-08-25,2025-09-09,Shipped,493,1074.75,PayPal
479,2025-08-14,2025-08-25,Shipped,879,11569.15,Cash
480,2024-11-15,2024-12-13,Delivered,829,428.8,Credit Card
481,2025-02-21,2025-03-06,Pending,231,9058.06,Cash
482,2025-06-21,2025-06-25,Cancelled,944,151.46,Debit Card
483,2025-11-20,2025-11-26,Processing,448,9708.9,Debit Card
484,2024-10-16,2024-11-06,Delivered,776,5824.7,
485,2024-05-27,2024-06-18,Cancelled,403,7378.09,PayPal
486,2025-04-04,2025-04-17,Shipped,813,3530.48,PayPal
487,2025-01-09,2025-01-14,Delivered,364,8247.35,Cash
488,2025-10-02,2025-10-09,Processing,94,9543.23,Cash
489,2024-06-01,2024-06-05,Processing,312,7214.46,Cash
490,2024-03-21,2024-04-13,Processing,170,7930.25,
491,2024-11-13,2024-11-29,Delivered,507,6546.95,Credit Card
492,2024-03-26,2024-04-10,Shipped,413,2844.6,PayPal
493,2023-11-29,2023-12-04,Processing,233,9515.59,Debit Card
494,2025-05-22,2025-06-07,Delivered,5,4905.97,Credit Card
495,2024-06-18,2024-07-10,Pending,359,8423.88,Credit Card
496,2025-03-10,2025-03-25,Pending,383,5316.92,Cash
497,2024-10-11,2024-10-23,Shipped,32,12231.86,PayPal
498,2024-08-20,2024-09-09,Processing,744,9336.0,Debit Card
499,2024-10-19,2024-11-01,Delivered,141,6911.39,Cash
500,2025-01-04,2025-01-22,Shipped,584,2969.59,PayPal
501,2024-01-11,2024-01-21,Shipped,136,724.2,Credit Card
502,2024-12-15,2024-12-30,Processing,380,2640.41,Debit Card
503,2024-09-08,2024-09-24,Pending,165,9512.19,Bank Transfer
504,2023-12-23,2023-12-31,Shipped,697,6880.3,PayPal
505,2025-01-20,2025-02-03,Delivered,99,3869.49,PayPal
506,2025-01-14,2025-01-23,Processing,781,2003.9,Credit Card
507,2025-09-02,2025-09-29,Shipped,153,9326.71,Debit Card
508,2025-04-28,2025-05-08,Pending,17,667.39,Bank Transfer
509,2025-01-10,2025-01-29,Processing,350,1952.1,Cash
510,2024-11-20,2024-12-19,Delivered,989,5788.03,PayPal
511,2025-03-06,2025-04-03,Delivered,842,7999.78,Debit Card
512,2024-09-13,2024-09-25,Processing,851,,PayPal
513,2024-12-16,2025-01-14,Cancelled,682,8056.72,Credit Card
514,2025-07-20,2025-07-26,Processing,943,12478.58,Cash
515,2024-07-07,2024-07-21,Delivered,241,10260.58,Credit Card
516,2024-10-07,2024-10-29,Cancelled,567,7049.96,PayPal
517,2025-03-18,2025-04-06,Shipped,959,8392.85,PayPal
518,2024-02-25,2024-03-04,Processing,474,5014.53,Debit Card
519,2025-02-16,2025-02-27,Delivered,867,4718.7,Cash
520,2025-05-03,2025-05-12,Cancelled,979,14970.04,Debit Card
521,2025-01-02,2025-01-25,Processing,434,5097.52,Cash
522,2025-06-12,2025-07-05,Pending,334,9783.07,Debit Card
523,2024-10-13,2024-10-17,Shipped,872,8782.17,Cash
524,2024-11-05,2024-11-14,Delivered,153,6848.8,Cash
525,2024-01-30,2024-02-26,Cancelled,302,5013.81,Bank Transfer
526,2023-12-20,2023-12-28,Shipped,657,11874.03,Bank Transfer
527,2025-01-15,2025-01-28,Pending,371,15006.41,Bank Transfer
528,2025-05-08,2025-05-15,Processing,639,5615.64,Debit Card
529,2024-03-30,2024-04-23,Cancelled,436,5716.29,Credit Card
530,2024-08-05,2024-08-29,Delivered,656,8196.32,Credit Card
531,2024-06-16,2024-07-03,Delivered,382,7844.53,PayPal
532,2024-02-03,2024-02-23,Shipped,886,5542.3,Debit Card
533,2023-12-11,2023-12-30,Delivered,862,3573.68,Bank Transfer
534,2025-08-14,2025-08-23,Pending,708,2462.0,PayPal
535,2024-11-06,2024-11-28,Delivered,379,12028.29,Cash
536,2024-11-01,2024-11-09,Cancelled,656,9876.54,Cash
537,2025-02-06,2025-02-21,Delivered,732,9190.56,PayPal
538,2025-07-03,2025-08-02,Shipped,750,7417.48,Cash
539,2025-10-07,2025-10-15,Processing,745,13266.2,Credit Card
540,2025-02-08,2025-02-27,Delivered,716,8066.28,Debit Card
541,2025-11-13,2025-12-06,Shipped,654,7309.26,Debit Card
542,2025-05-26,2025-06-22,Delivered,830,4829.5,Credit Card
543,2024-05-02,2024-05-12,Shipped,904,,Credit Card
544,2025-07-20,2025-07-26,Processing,609,2135.56,Bank Transfer
545,2025-04-21,2025-05-17,Delivered,661,8320.79,Bank Transfer
546,2025-08-06,2025-08-09,Cancelled,797,13889.07,Bank Transfer
547,2024-07-06,2024-07-29,Shipped,605,10956.91,Bank Transfer
548,2025-08-29,2025-09-16,Cancelled,377,4251.28,Debit Card
549,2025-02-14,2025-03-11,Pending,871,2181.12,Debit Card
550,2024-06-17,2024-06-23,Shipped,109,326.34,Cash
551,2024-08-10,2024-08-31,Delivered,114,8244.29,PayPal
552,2024-03-18,2024-03-23,Pending,713,2621.78,Bank Transfer
553,2025-08-08,2025-08-14,Shipped,899,6714.62,Cash
554,2025-09-17,2025-10-05,Pending,292,2876.96,PayPal
555,2024-05-26,2024-05-30,Pending,492,8107.88,Bank Transfer
556,2024-09-05,2024-09-16,Delivered,169,6818.26,PayPal
557,2025-06-08,2025-07-06,Processing,62,1402.15,Credit Card
558,2025-10-20,2025-11-01,Delivered,542,4818.7,Bank Transfer
559,2024-03-19,2024-04-08,Pending,552,7946.14,Bank Transfer
560,2024-07-28,2024-08-26,Delivered,877,12594.71,Credit Card
561,2024-11-12,2024-11-23,Processing,661,9025.23,
562,2025-06-02,2025-06-22,Delivered,971,,PayPal
563,2025-02-01,2025-02-09,Cancelled,141,12200.63,PayPal
564,2024-03-10,2024-03-15,Cancelled,583,2578.14,PayPal
565,2024-09-03,2024-09-18,Delivered,50,13053.49,Debit Card
566,2024-01-17,2024-01-29,Delivered,801,7590.29,Cash
567,2024-02-17,2024-02-26,Cancelled,949,1125.0,Cash
568,2024-01-18,2024-02-16,Processing,507,16851.11,PayPal
569,2025-04-13,2025-05-13,Pending,332,1655.2,Credit Card
570,2025-04-29,2025-05-24,Shipped,923,1789.55,Cash
571,2024-02-06,2024-03-03,Delivered,427,2416.82,PayPal
572,2025-07-16,2025-07-23,Pending,980,2775.52,Cash
573,2024-07-17,2024-08-16,,236,4198.22,Credit Card
574,2025-09-27,2025-10-20,Processing,361,4331.72,Debit Card
575,2024-01-11,2024-01-25,Cancelled,100,3256.13,Debit Card
576,2025-04-20,2025-05-19,Pending,657,11408.22,Bank Transfer
577,2024-08-26,2024-09-19,Cancelled,931,9355.56,PayPal
578,2024-04-19,2024-04-28,Processing,756,3363.21,PayPal
579,2025-11-05,2025-12-02,Pending,394,4861.2,Bank Transfer
580,2024-07-24,2024-08-02,Cancelled,772,10612.38,Bank Transfer
581,2024-01-02,2024-01-25,,18,4973.28,Debit Card
582,2025-04-27,2025-05-03,Processing,759,5037.95,Debit Card
583,2025-05-24,2025-06-18,Processing,665,3927.16,Credit Card
584,2025-07-19,2025-08-17,Cancelled,458,226.26,Credit Card
585,2025-09-29,2025-10-24,Processing,379,8905.81,Debit Card
586,2025-06-27,2025-07-07,Delivered,569,3064.27,PayPal
587,2025-06-02,2025-06-16,Pending,740,6302.7,Bank Transfer
588,2025-02-02,2025-02-27,Pending,600,2949.54,PayPal
589,2025-07-14,2025-07-27,Shipped,859,6992.48,Credit Card
590,2025-11-06,2025-11-09,Shipped,359,3577.51,Cash
591,2024-05-25,2024-06-02,Processing,997,976.6,Debit Card
592,2025-03-24,2025-04-18,Cancelled,412,10085.14,Bank Transfer
593,2025-11-21,2025-12-11,Pending,10,9985.68,Cash
594,2024-08-15,2024-09-07,Shipped,694,5083.08,Debit Card
595,2025-11-24,2025-12-05,Shipped,31,9734.35,Bank Transfer
596,2025-10-08,2025-10-27,Delivered,36,6367.25,Debit Card
597,2025-11-21,2025-12-15,Cancelled,22,11998.32,Cash
598,2025-01-18,2025-02-12,Processing,513,10627.08,Cash
599,2023-12-05,2023-12-13,Shipped,451,1660.35,Debit Card
600,2024-10-19,2024-10-29,Cancelled,937,8792.52,Cash
601,2024-03-30,2024-04-17,Processing,539,9432.39,Bank Transfer
602,2024-01-15,2024-01-22,Shipped,637,551.8,Bank Transfer
603,2024-09-02,2024-09-06,Pending,101,5490.71,PayPal
604,2024-10-29,2024-11-01,Pending,135,,PayPal
605,2025-02-28,2025-03-23,Cancelled,226,5707.84,Credit Card
606,2025-10-15,2025-11-10,Delivered,460,6691.79,Debit Card
607,2025-08-07,2025-08-20,Shipped,774,4369.6,Debit Card
608,2024-03-29,2024-04-24,Cancelled,589,7825.3,Bank Transfer
609,2025-10-11,2025-11-08,Shipped,70,3462.17,Bank Transfer
610,2024-05-29,2024-06-05,Processing,841,5608.38,PayPal
611,2024-02-06,2024-02-10,Cancelled,332,3340.88,Credit Card
612,2024-11-11,2024-11-27,Shipped,677,17333.21,Debit Card
613,2025-11-13,2025-11-26,Cancelled,730,15165.98,Bank Transfer
614,2025-11-16,2025-12-13,Cancelled,770,8412.6,Bank Transfer
615,2025-08-18,2025-08-25,Cancelled,631,51.62,Cash
616,2024-09-17,2024-10-13,Shipped,96,1797.69,PayPal
617,2024-06-26,2024-07-01,Pending,928,4408.01,PayPal
618,2025-01-30,2025-02-21,Processing,554,10363.37,Bank Transfer
619,2025-03-10,2025-03-15,Pending,53,3129.84,Cash
620,2025-05-18,2025-06-13,Delivered,589,6924.32,Credit Card
621,2024-01-28,2024-02-21,Pending,61,716.16,Bank Transfer
622,2024-12-02,2024-12-18,Cancelled,248,4169.49,Debit Card
623,2024-11-24,2024-12-11,Cancelled,94,10001.03,PayPal
624,2024-01-06,2024-01-11,Cancelled,76,9717.44,Bank Transfer
625,2024-01-24,2024-01-27,Delivered,778,2282.35,Cash
626,2024-03-11,2024-03-23,Shipped,925,3529.26,PayPal
627,2024-03-31,,Cancelled,509,6566.35,Cash
628,2025-07-26,2025-08-19,Processing,52,830.06,PayPal
629,2024-11-25,2024-12-14,Shipped,571,5949.36,Debit Card
630,2024-12-31,2025-01-23,Pending,638,4576.52,Debit Card
631,2025-02-06,2025-02-26,Cancelled,423,2361.36,Debit Card
632,2025-01-01,2025-01-29,Shipped,454,,Debit Card
633,2024-07-08,2024-07-30,Pending,430,2798.6,Credit Card
634,2025-04-20,2025-04-23,Cancelled,190,12690.62,Bank Transfer
635,2023-12-15,2023-12-22,Shipped,355,,PayPal
636,2024-04-04,2024-04-15,Pending,329,10716.2,Cash
637,2024-10-02,2024-10-17,Processing,740,14159.69,PayPal
638,2025-03-24,2025-04-07,Shipped,100,4651.9,PayPal
639,2024-03-11,2024-04-02,Cancelled,851,346.74,Debit Card
640,2024-05-15,2024-05-30,Shipped,158,8712.71,Credit Card
641,2025-09-29,2025-10-11,Cancelled,369,3216.8,Cash
642,2025-07-20,2025-08-11,Shipped,11,6806.24,PayPal
643,2024-01-12,2024-02-01,Shipped,862,8406.95,Bank Transfer
644,2025-04-14,2025-04-19,Shipped,767,7944.25,Bank Transfer
645,2024-10-24,2024-11-17,Delivered,935,7031.25,Debit Card
646,2024-06-18,2024-06-30,Pending,497,5811.54,Debit Card
647,2025-08-24,2025-08-27,Processing,733,4069.45,Credit Card
648,2023-12-11,2023-12-25,Shipped,160,6662.02,Cash
649,2024-12-14,2025-01-03,Processing,494,613.3,Debit Card
650,2025-03-07,2025-03-28,Processing,549,9452.48,PayPal
651,2024-11-13,2024-11-19,Pending,172,7262.44,PayPal
652,2025-02-06,2025-02-26,Processing,171,14354.06,Credit Card
653,2025-10-11,2025-11-09,Pending,105,4432.5,Bank Transfer
654,2025-09-28,2025-10-23,Processing,682,375.88,Bank Transfer
655,2024-09-05,2024-09-24,Processing,387,8006.29,
656,2024-09-18,2024-10-07,Delivered,153,16555.05,Cash
657,2024-05-02,2024-05-22,Delivered,540,4063.48,Credit Card
658,2023-12-26,2024-01-06,Cancelled,8,5652.46,Bank Transfer
659,2024-01-09,2024-02-07,Processing,532,5691.5,Credit Card
660,2024-03-03,2024-03-26,Pending,355,6673.92,Credit Card
661,2023-11-29,2023-12-29,Pending,954,6992.81,Bank Transfer
662,2025-01-25,,Processing,772,10642.45,Bank Transfer
663,2024-04-22,2024-04-30,Processing,944,3692.23,Credit Card
664,2024-07-11,2024-08-02,Cancelled,766,12238.98,Bank Transfer
665,2025-01-08,2025-01-15,Processing,437,4268.58,Credit Card
666,2024-01-14,2024-01-26,Processing,754,9156.02,PayPal
667,2025-02-03,2025-02-23,Cancelled,304,2922.86,PayPal
668,2024-09-23,2024-10-18,Processing,357,9266.78,Bank Transfer
669,2023-12-25,2023-12-29,Processing,287,,Bank Transfer
670,2025-06-17,2025-06-26,Pending,521,1635.64,Bank Transfer
671,2025-09-02,2025-09-11,Pending,342,5170.84,Debit Card
672,2024-02-11,2024-02-15,Shipped,1000,10035.52,PayPal
673,2024-08-14,2024-08-28,Processing,333,8825.34,Bank Transfer
674,2024-02-26,2024-03-13,Shipped,404,2495.91,Debit Card
675,2025-06-07,2025-06-23,Processing,696,11822.25,Bank Transfer
676,2024-06-20,2024-07-20,Pending,592,5830.52,Bank Transfer
677,2025-09-13,2025-10-02,Pending,557,,Credit Card
678,2025-11-10,2025-12-03,Processing,89,2083.37,Debit Card
679,2024-06-21,2024-07-16,Processing,570,8104.42,Debit Card
680,2025-09-17,2025-09-26,Shipped,573,254.73,Bank Transfer
681,2024-01-11,2024-01-16,Delivered,30,5510.88,Debit Card
682,2024-08-16,2024-09-10,Pending,990,6407.61,Cash
683,2024-01-06,2024-01-15,Cancelled,305,2984.31,Bank Transfer
684,2024-01-07,2024-01-13,Delivered,271,5946.93,Debit Card
685,2024-02-01,2024-02-15,Shipped,958,5429.26,PayPal
686,2025-02-01,2025-02-18,Pending,892,3413.38,Debit Card
687,2025-01-27,2025-02-12,Pending,281,1727.64,Cash
688,2025-03-12,2025-03-28,Processing,657,8666.71,PayPal
689,2025-08-21,2025-09-07,Pending,12,12140.1,
690,2024-08-06,2024-08-29,Processing,890,10707.67,PayPal
691,2024-12-20,2024-12-25,Shipped,34,9038.02,Bank Transfer
692,2024-08-17,2024-09-12,Cancelled,298,5778.04,Credit Card
693,2024-02-28,2024-03-11,Pending,785,905.4,Cash
694,2024-07-30,2024-08-23,Delivered,455,12295.2,Cash
695,2024-05-08,2024-05-24,Processing,306,5315.59,Debit Card
696,2025-04-21,2025-05-11,Shipped,722,7483.28,PayPal
697,2025-01-17,2025-02-08,Processing,961,7953.13,Debit Card
698,2024-06-20,2024-07-09,Pending,26,9153.56,Credit Card
699,2024-04-24,2024-05-21,Delivered,674,4280.08,Credit Card
700,2024-07-22,2024-08-14,Shipped,292,7023.23,Debit Card
701,2024-12-10,2025-01-07,Delivered,156,870.72,Credit Card
702,2025-03-25,2025-04-10,Shipped,724,9158.47,Cash
703,2025-03-22,2025-04-16,Pending,274,11776.01,Bank Transfer
704,2024-06-10,2024-06-26,Delivered,697,2414.51,Debit Card
705,2025-04-25,2025-05-24,Delivered,389,1499.12,Credit Card
706,2025-04-23,2025-04-29,Processing,781,5625.63,PayPal
707,2025-01-24,,Cancelled,479,18354.09,Cash
708,2024-07-11,2024-07-16,Shipped,828,6516.53,PayPal
709,2024-12-25,2025-01-04,Pending,847,11678.05,Credit Card
710,2025-09-26,2025-10-03,Pending,465,7880.73,Bank Transfer
711,2024-01-24,2024-02-06,Shipped,827,14992.25,Bank Transfer
712,2024-01-29,2024-02-09,Shipped,109,8294.34,Debit Card
713,2023-12-07,2023-12-13,Cancelled,861,18656.21,Cash
714,2025-06-02,2025-06-09,Pending,934,649.78,Bank Transfer
715,2024-09-07,2024-09-29,Processing,586,6123.96,Cash
716,2023-12-14,2024-01-09,Cancelled,423,5187.59,Credit Card
717,2025-05-19,2025-06-17,Pending,988,2446.38,Credit Card
718,2025-04-15,2025-05-04,Pending,676,7041.14,Cash
719,2024-08-30,2024-09-08,Shipped,719,4099.22,Debit Card
720,2024-05-11,2024-05-15,Cancelled,813,3465.35,PayPal
721,2024-06-06,2024-07-06,Pending,887,3508.24,Cash
722,2025-05-09,2025-06-05,Pending,930,1044.47,Bank Transfer
723,2025-03-26,2025-04-05,Pending,98,1094.35,Debit Card
724,2025-09-17,2025-10-05,Cancelled,333,4319.5,Bank Transfer
725,2025-06-12,2025-06-21,Pending,227,10102.03,Bank Transfer
726,2025-04-12,2025-05-12,Cancelled,116,13514.34,Credit Card
727,2025-09-01,,Cancelled,481,5016.22,Bank Transfer
728,2025-09-21,2025-10-20,Cancelled,1,9033.52,Credit Card
729,2024-10-21,2024-11-19,Processing,209,14265.29,Debit Card
730,2025-10-27,2025-11-25,Delivered,105,4852.53,Cash
731,2025-10-08,2025-10-27,Delivered,89,10103.07,PayPal
732,2024-04-18,2024-05-11,Shipped,216,2724.93,Bank Transfer
733,2025-03-09,2025-03-20,Delivered,41,10727.73,Bank Transfer
734,2025-10-01,2025-10-24,Delivered,205,6962.1,Credit Card
735,2025-01-01,2025-01-05,Shipped,191,11670.23,Credit Card
736,2025-10-20,2025-10-29,Pending,35,,PayPal
737,2024-02-11,2024-03-05,Shipped,274,6858.19,PayPal
738,2024-11-17,2024-12-13,Shipped,537,4923.48,Bank Transfer
739,2024-10-19,2024-10-22,Cancelled,513,10340.52,Bank Transfer
740,2025-02-21,2025-03-08,Shipped,498,8815.84,Debit Card
741,2024-01-26,2024-02-08,Cancelled,218,9485.32,Cash
742,2025-10-26,2025-11-17,Delivered,657,8126.84,Credit Card
743,2025-06-28,2025-07-26,Cancelled,360,2875.9,Bank Transfer
744,2025-04-24,2025-04-30,Pending,739,1576.08,Bank Transfer
745,2025-02-24,2025-03-05,Delivered,14,6905.08,Cash
746,2024-08-21,2024-08-31,Processing,951,2949.32,Bank Transfer
747,2024-06-18,2024-07-08,Shipped,369,8185.43,Bank Transfer
748,2025-03-16,2025-04-06,Delivered,241,4453.15,Debit Card
749,2024-10-10,2024-10-24,Pending,875,10950.64,Debit Card
750,2024-05-31,2024-06-20,Processing,742,,Cash
751,2024-11-26,2024-12-01,Processing,550,7522.92,PayPal
752,2024-06-04,2024-06-21,Shipped,924,386.32,PayPal
753,2025-05-07,2025-05-13,Processing,150,5762.7,PayPal
754,2023-12-24,2024-01-14,Shipped,171,13340.05,Bank Transfer
755,2025-05-14,2025-05-26,Processing,303,3885.79,Debit Card
756,2024-02-11,2024-02-18,Cancelled,876,7176.12,Debit Card
757,2023-12-21,2024-01-04,Delivered,910,6447.43,Credit Card
758,2024-10-06,2024-11-03,Shipped,621,11488.21,Bank Transfer
759,2024-11-02,2024-11-13,Shipped,294,7452.43,PayPal
760,2025-10-05,2025-10-28,Processing,249,1127.58,PayPal
761,2025-02-05,2025-02-28,Processing,154,9994.87,Credit Card
762,2024-07-03,2024-07-21,Delivered,455,12096.79,PayPal
763,2023-12-12,2023-12-30,Cancelled,451,3605.17,Bank Transfer
764,2025-08-29,2025-09-12,Processing,493,3207.18,Credit Card
765,2024-01-13,2024-01-27,Processing,998,15146.25,Credit Card
766,2024-11-28,2024-12-19,Delivered,282,8070.5,PayPal
767,2024-08-09,2024-08-30,Pending,883,699.72,Bank Transfer
768,2024-10-02,2024-10-09,Shipped,6,12889.41,Credit Card
769,2025-06-05,2025-06-10,Processing,971,10083.74,Bank Transfer
770,2025-04-06,2025-04-19,Cancelled,980,1784.56,PayPal
771,2024-11-07,2024-11-20,Cancelled,680,10949.81,Bank Transfer
772,2024-12-27,2025-01-19,Shipped,616,12595.63,Credit Card
773,2025-04-12,2025-04-19,Processing,811,8112.3,PayPal
774,2025-03-19,2025-03-30,Delivered,567,10265.92,Bank Transfer
775,2024-08-02,2024-08-16,Pending,846,8885.1,Bank Transfer
776,2024-03-12,2024-03-21,Delivered,978,13867.91,PayPal
777,2024-12-13,2024-12-22,Shipped,752,5184.32,Cash
778,2024-11-08,2024-11-30,Cancelled,351,9314.69,Debit Card
779,2024-02-20,2024-02-23,Shipped,772,7745.24,Debit Card
780,2024-09-21,2024-10-02,Pending,638,9093.07,Cash
781,2025-09-17,2025-10-01,Shipped,103,12528.45,PayPal
782,2023-12-11,2024-01-06,Pending,436,6802.27,Bank Transfer
783,2025-06-22,2025-07-19,,368,11204.46,PayPal
784,2025-09-24,2025-10-21,Cancelled,829,2694.86,PayPal
785,2025-09-04,2025-09-19,Cancelled,429,9652.66,Bank Transfer
786,2024-07-15,2024-07-27,Shipped,579,6441.6,Credit Card
787,2024-09-11,2024-10-01,Pending,264,5302.82,Cash
788,2025-05-29,2025-06-15,Processing,798,7149.66,Bank Transfer
789,2025-08-22,2025-09-10,,923,6131.25,Credit Card
790,2024-07-17,2024-08-05,Pending,335,3553.55,Credit Card
791,2023-11-27,2023-12-01,Processing,543,4285.18,Bank Transfer
792,2024-11-25,2024-12-20,Delivered,483,12989.99,Credit Card
793,2025-02-03,2025-02-19,Cancelled,661,3249.55,Debit Card
794,2025-11-18,2025-11-22,Cancelled,478,4699.83,Credit Card
795,2025-06-09,2025-06-19,Shipped,723,6184.73,Credit Card
796,2024-08-17,2024-09-03,Processing,109,5446.37,Cash
797,2025-10-31,2025-11-16,Shipped,824,4768.75,PayPal
798,2025-07-10,2025-07-23,Delivered,729,98.02,Cash
